Time in ms;Pos hand in x;Pos hand in z;
0;0;0;
0;0;0;
0;0;0;
0.02;-10.2929;18.82025;
0.02;-10.2929;18.82025;
0.02;-10.2929;18.82025;
0.04;-13.36456;18.61161;
0.04;-13.36456;18.61161;
0.04;-13.36456;18.61161;
0.06;-13.36456;18.61161;
0.06;-13.36456;18.61161;
0.06;-13.36456;18.61161;
0.08;-13.36456;18.61161;
0.08;-13.36456;18.61161;
0.08;-13.36456;18.61161;
0.09999999;-13.36456;18.61161;
0.09999999;-13.36456;18.61161;
0.09999999;-13.36456;18.61161;
0.12;-13.36456;18.61161;
0.12;-13.36456;18.61161;
0.12;-13.36456;18.61161;
0.14;-13.36456;18.61161;
0.14;-13.36456;18.61161;
0.14;-13.36456;18.61161;
0.16;-13.36456;18.61161;
0.16;-13.36456;18.61161;
0.16;-13.36456;18.61161;
0.18;-13.36456;18.61161;
0.18;-13.36456;18.61161;
0.18;-13.36456;18.61161;
0.2;-13.36456;18.61161;
0.2;-13.36456;18.61161;
0.2;-13.36456;18.61161;
0.22;-13.36456;18.61161;
0.22;-13.36456;18.61161;
0.22;-13.36456;18.61161;
0.24;-13.36456;18.61161;
0.24;-13.36456;18.61161;
0.24;-13.36456;18.61161;
0.26;-13.36456;18.61161;
0.26;-13.36456;18.61161;
0.26;-13.36456;18.61161;
0.28;-13.36456;18.61161;
0.28;-13.36456;18.61161;
0.28;-13.36456;18.61161;
0.3;-13.36456;18.61161;
0.3;-13.36456;18.61161;
0.3;-13.36456;18.61161;
0.32;-13.36456;18.61161;
0.32;-13.36456;18.61161;
0.32;-13.36456;18.61161;
0.34;-13.36456;18.61161;
0.34;-13.36456;18.61161;
0.34;-13.36456;18.61161;
0.36;-13.49508;18.65824;
0.36;-13.49508;18.65824;
0.36;-13.49508;18.65824;
0.38;-13.49508;18.65824;
0.38;-13.49508;18.65824;
0.38;-13.49508;18.65824;
0.4;-13.56809;18.68923;
0.4;-13.56809;18.68923;
0.4;-13.56809;18.68923;
0.42;-13.65853;18.72291;
0.42;-13.65853;18.72291;
0.42;-13.65853;18.72291;
0.44;-13.8626;18.7808;
0.44;-13.8626;18.7808;
0.44;-13.8626;18.7808;
