Time in ms;Pos hand in x;Pos hand in z;
0;0;0;
0;0;0;
0;0;0;
0.02;-30.16512;37.87767;
0.02;-30.16512;37.87767;
0.02;-30.16512;37.87767;
0.04;-33.04261;37.48209;
0.04;-33.04261;37.48209;
0.04;-33.04261;37.48209;
0.06;-33.04261;37.48209;
0.06;-33.04261;37.48209;
0.06;-33.04261;37.48209;
0.08;-33.04261;37.48209;
0.08;-33.04261;37.48209;
0.08;-33.04261;37.48209;
0.09999999;-33.04261;37.48209;
0.09999999;-33.04261;37.48209;
0.09999999;-33.04261;37.48209;
0.12;-33.04261;37.48209;
0.12;-33.04261;37.48209;
0.12;-33.04261;37.48209;
0.14;-33.04261;37.48209;
0.14;-33.04261;37.48209;
0.14;-33.04261;37.48209;
0.16;-33.04261;37.48209;
0.16;-33.04261;37.48209;
0.16;-33.04261;37.48209;
0.18;-33.04261;37.48209;
0.18;-33.04261;37.48209;
0.18;-33.04261;37.48209;
0.2;-33.04261;37.48209;
0.2;-33.04261;37.48209;
0.2;-33.04261;37.48209;
0.22;-33.04261;37.48209;
0.22;-33.04261;37.48209;
0.22;-33.04261;37.48209;
0.24;-33.04261;37.48209;
0.24;-33.04261;37.48209;
0.24;-33.04261;37.48209;
0.26;-33.04261;37.48209;
0.26;-33.04261;37.48209;
0.26;-33.04261;37.48209;
0.28;-33.04261;37.48209;
0.28;-33.04261;37.48209;
0.28;-33.04261;37.48209;
0.3;-33.04261;37.48209;
0.3;-33.04261;37.48209;
0.3;-33.04261;37.48209;
0.32;-33.04261;37.48209;
0.32;-33.04261;37.48209;
0.32;-33.04261;37.48209;
0.34;-33.04261;37.48209;
0.34;-33.04261;37.48209;
0.34;-33.04261;37.48209;
0.36;-33.17612;37.45885;
0.36;-33.17612;37.45885;
0.36;-33.17612;37.45885;
0.38;-33.17612;37.45885;
0.38;-33.17612;37.45885;
0.38;-33.17612;37.45885;
0.4;-33.2225;37.45297;
0.4;-33.2225;37.45297;
0.4;-33.2225;37.45297;
0.42;-33.27234;37.4418;
0.42;-33.27234;37.4418;
0.42;-33.27234;37.4418;
0.44;-33.40633;37.41468;
0.44;-33.40633;37.41468;
0.44;-33.40633;37.41468;
