Time in ms;Pos hand in x;Pos hand in z;
0;0;0;
0;0;0;
0;0;0;
0.02;-11.84652;49.76653;
0.02;-11.84652;49.76653;
0.02;-11.84652;49.76653;
0.04;-10.88808;49.85326;
0.04;-10.88808;49.85326;
0.04;-10.88808;49.85326;
0.06;-10.88808;49.85326;
0.06;-10.88808;49.85326;
0.06;-10.88808;49.85326;
0.08;-10.88808;49.85326;
0.08;-10.88808;49.85326;
0.08;-10.88808;49.85326;
0.09999999;-10.88808;49.85326;
0.09999999;-10.88808;49.85326;
0.09999999;-10.88808;49.85326;
0.12;-10.88808;49.85326;
0.12;-10.88808;49.85326;
0.12;-10.88808;49.85326;
0.14;-10.87947;49.86465;
0.14;-10.87947;49.86465;
0.14;-10.87947;49.86465;
0.16;-10.87947;49.86465;
0.16;-10.87947;49.86465;
0.16;-10.87947;49.86465;
0.18;-10.87947;49.86465;
0.18;-10.87947;49.86465;
0.18;-10.87947;49.86465;
0.2;-10.87947;49.86465;
0.2;-10.87947;49.86465;
0.2;-10.87947;49.86465;
0.22;-10.87947;49.86465;
0.22;-10.87947;49.86465;
0.22;-10.87947;49.86465;
0.24;-10.87947;49.86465;
0.24;-10.87947;49.86465;
0.24;-10.87947;49.86465;
0.26;-10.87947;49.86465;
0.26;-10.87947;49.86465;
0.26;-10.87947;49.86465;
0.28;-10.87947;49.86465;
0.28;-10.87947;49.86465;
0.28;-10.87947;49.86465;
0.3;-10.87947;49.86465;
0.3;-10.87947;49.86465;
0.3;-10.87947;49.86465;
0.32;-10.87947;49.86465;
0.32;-10.87947;49.86465;
0.32;-10.87947;49.86465;
0.34;-10.87947;49.86465;
0.34;-10.87947;49.86465;
0.34;-10.87947;49.86465;
0.36;-10.85191;49.89383;
0.36;-10.85191;49.89383;
0.36;-10.85191;49.89383;
0.38;-10.85191;49.89383;
0.38;-10.85191;49.89383;
0.38;-10.85191;49.89383;
0.4;-10.6807;50.91888;
0.4;-10.6807;50.91888;
0.4;-10.6807;50.91888;
0.42;-10.50011;51.80334;
0.42;-10.50011;51.80334;
0.42;-10.50011;51.80334;
0.44;-10.45543;52.3404;
0.44;-10.45543;52.3404;
0.44;-10.45543;52.3404;
