Time in ms;Pos hand in x;Pos hand in z;
0.02;0;0;
0.02;0;0;
0.02;0;0;
0.04;0;0;
0.04;0;0;
0.04;0;0;
0.06;0;0;
0.06;0;0;
0.06;0;0;
0.08;0;0;
0.08;0;0;
0.08;0;0;
0.09999999;0;0;
0.09999999;0;0;
0.09999999;0;0;
0.12;0;0;
0.12;0;0;
0.12;0;0;
0.14;0;0;
0.14;0;0;
0.14;0;0;
0.16;0;0;
0.16;0;0;
0.16;0;0;
0.18;0;0;
0.18;0;0;
0.18;0;0;
0.2;0;0;
0.2;0;0;
0.2;0;0;
0.22;0;0;
0.22;0;0;
0.22;0;0;
0.24;0;0;
0.24;0;0;
0.24;0;0;
0.26;0;0;
0.26;0;0;
0.26;0;0;
0.28;0;0;
0.28;0;0;
0.28;0;0;
0.3;0;0;
0.3;0;0;
0.3;0;0;
0.32;0;0;
0.32;0;0;
0.32;0;0;
0.34;0;0;
0.34;0;0;
0.34;0;0;
0.36;0;0;
0.36;0;0;
0.36;0;0;
0.38;0;0;
0.38;0;0;
0.38;0;0;
0.4;0;0;
0.4;0;0;
0.4;0;0;
0.42;0;0;
0.42;0;0;
0.42;0;0;
0.44;0;0;
0.44;0;0;
0.44;0;0;
0.46;0;0;
0.46;0;0;
0.46;0;0;
0.48;0;0;
0.48;0;0;
0.48;0;0;
0.5;0;0;
0.5;0;0;
0.5;0;0;
0.52;0;0;
0.52;0;0;
0.52;0;0;
0.54;0;0;
0.54;0;0;
0.54;0;0;
0.56;0;0;
0.56;0;0;
0.56;0;0;
0.58;0;0;
0.58;0;0;
0.58;0;0;
0.6;0;0;
0.6;0;0;
0.6;0;0;
0.62;0;0;
0.62;0;0;
0.62;0;0;
0.64;0;0;
0.64;0;0;
0.64;0;0;
0.66;0;0;
0.66;0;0;
0.66;0;0;
0.68;0;0;
0.68;0;0;
0.68;0;0;
0.7;0;0;
0.7;0;0;
0.7;0;0;
0.72;0;0;
0.72;0;0;
0.72;0;0;
0.74;0;0;
0.74;0;0;
0.74;0;0;
0.76;100.7637;45.4965;
0.76;100.7637;45.4965;
0.76;100.7637;45.4965;
0.78;94.08411;45.091;
0.78;94.08411;45.091;
0.78;94.08411;45.091;
0.8;76.64302;43.75408;
0.8;76.64302;43.75408;
0.8;76.64302;43.75408;
0.82;68.29163;42.21081;
0.82;68.29163;42.21081;
0.82;68.29163;42.21081;
0.84;60.09971;39.12669;
0.84;60.09971;39.12669;
0.84;60.09971;39.12669;
0.86;52.13551;36.08838;
0.86;52.13551;36.08838;
0.86;52.13551;36.08838;
0.88;39.3936;33.85755;
0.88;39.3936;33.85755;
0.88;39.3936;33.85755;
0.9;33.46669;31.58671;
0.9;33.46669;31.58671;
0.9;33.46669;31.58671;
0.92;30.92524;30.69655;
0.92;30.92524;30.69655;
0.92;30.92524;30.69655;
0.94;26.22469;27.95838;
0.94;26.22469;27.95838;
0.94;26.22469;27.95838;
0.96;22.13171;25.78858;
0.96;22.13171;25.78858;
0.96;22.13171;25.78858;
0.98;16.09796;23.2707;
0.98;16.09796;23.2707;
0.98;16.09796;23.2707;
1;14.80729;22.82014;
1;14.80729;22.82014;
1;14.80729;22.82014;
1.02;10.83799;22.0188;
1.02;10.83799;22.0188;
1.02;10.83799;22.0188;
1.04;9.105494;21.58102;
1.04;9.105494;21.58102;
1.04;9.105494;21.58102;
1.06;7.606714;21.25329;
1.06;7.606714;21.25329;
1.06;7.606714;21.25329;
1.08;5.685447;20.77584;
1.08;5.685447;20.77584;
1.08;5.685447;20.77584;
1.1;5.255068;20.63502;
1.1;5.255068;20.63502;
1.1;5.255068;20.63502;
1.12;5.020699;20.484;
1.12;5.020699;20.484;
1.12;5.020699;20.484;
1.14;4.930789;20.43653;
1.14;4.930789;20.43653;
1.14;4.930789;20.43653;
1.16;4.865318;20.39229;
1.16;4.865318;20.39229;
1.16;4.865318;20.39229;
1.18;4.957534;20.34665;
1.18;4.957534;20.34665;
1.18;4.957534;20.34665;
1.2;5.164021;20.29032;
1.2;5.164021;20.29032;
1.2;5.164021;20.29032;
1.22;5.442825;20.10252;
1.22;5.442825;20.10252;
1.22;5.442825;20.10252;
1.24;5.710233;20.02442;
1.24;5.710233;20.02442;
1.24;5.710233;20.02442;
1.26;5.993944;19.86005;
1.26;5.993944;19.86005;
1.26;5.993944;19.86005;
1.28;6.445909;19.1958;
1.28;6.445909;19.1958;
1.28;6.445909;19.1958;
1.3;6.678829;18.85615;
1.3;6.678829;18.85615;
1.3;6.678829;18.85615;
1.32;6.746746;18.62284;
1.32;6.746746;18.62284;
1.32;6.746746;18.62284;
1.34;6.795252;17.98772;
1.34;6.795252;17.98772;
1.34;6.795252;17.98772;
1.36;6.770392;17.28389;
1.36;6.770392;17.28389;
1.36;6.770392;17.28389;
1.38;6.473557;14.65276;
1.38;6.473557;14.65276;
1.38;6.473557;14.65276;
1.4;6.116533;13.27314;
1.4;6.116533;13.27314;
