Time in ms;Pos hand in x;Pos hand in z;
0;0;0;
0;0;0;
0;0;0;
0.02;-21.37922;32.02665;
0.02;-21.37922;32.02665;
0.02;-21.37922;32.02665;
0.04;-21.61917;28.54786;
0.04;-21.61917;28.54786;
0.04;-21.61917;28.54786;
0.06;-21.61917;28.54786;
0.06;-21.61917;28.54786;
0.06;-21.61917;28.54786;
0.08;-21.61917;28.54786;
0.08;-21.61917;28.54786;
0.08;-21.61917;28.54786;
0.09999999;-21.61917;28.54786;
0.09999999;-21.61917;28.54786;
0.09999999;-21.61917;28.54786;
0.12;-21.67525;28.52813;
0.12;-21.67525;28.52813;
0.12;-21.67525;28.52813;
0.14;-21.67525;28.52813;
0.14;-21.67525;28.52813;
0.14;-21.67525;28.52813;
0.16;-21.67525;28.52813;
0.16;-21.67525;28.52813;
0.16;-21.67525;28.52813;
0.18;-21.67525;28.52813;
0.18;-21.67525;28.52813;
0.18;-21.67525;28.52813;
0.2;-21.67525;28.52813;
0.2;-21.67525;28.52813;
0.2;-21.67525;28.52813;
0.22;-21.67525;28.52813;
0.22;-21.67525;28.52813;
0.22;-21.67525;28.52813;
0.24;-21.67525;28.52813;
0.24;-21.67525;28.52813;
0.24;-21.67525;28.52813;
0.26;-21.67525;28.52813;
0.26;-21.67525;28.52813;
0.26;-21.67525;28.52813;
0.28;-21.67525;28.52813;
0.28;-21.67525;28.52813;
0.28;-21.67525;28.52813;
0.3;-21.67525;28.52813;
0.3;-21.67525;28.52813;
0.3;-21.67525;28.52813;
0.32;-21.67525;28.52813;
0.32;-21.67525;28.52813;
0.32;-21.67525;28.52813;
0.34;-21.67525;28.52813;
0.34;-21.67525;28.52813;
0.34;-21.67525;28.52813;
0.36;-21.87474;28.48682;
0.36;-21.87474;28.48682;
0.36;-21.87474;28.48682;
0.38;-21.87474;28.48682;
0.38;-21.87474;28.48682;
0.38;-21.87474;28.48682;
0.4;-22.02426;28.48173;
0.4;-22.02426;28.48173;
0.4;-22.02426;28.48173;
0.42;-22.19246;28.48262;
0.42;-22.19246;28.48262;
0.42;-22.19246;28.48262;
0.44;-22.45167;28.50632;
0.44;-22.45167;28.50632;
0.44;-22.45167;28.50632;
